data,serie_13672,serie_13684,serie_1619,serie_188,serie_189,serie_20570,serie_20574,serie_20576,serie_20577,serie_20578,serie_20579,serie_20580,serie_20581,serie_20584,serie_20588,serie_20590,serie_20662,serie_20668,serie_20669,serie_20670,serie_20671,serie_20672,serie_20673,serie_20676,serie_20679,serie_20680,serie_20682,serie_20740,serie_20744,serie_20745,serie_20746,serie_20747,serie_20748,serie_20749,serie_20752,serie_20878,serie_20881,serie_20882,serie_20883,serie_20884,serie_20885,serie_20886,serie_20889,serie_20892,serie_20954,serie_20958,serie_20959,serie_20960,serie_20961,serie_20962,serie_20963,serie_20966,serie_20970,serie_20971,serie_21033,serie_21037,serie_21038,serie_21039,serie_21040,serie_21041,serie_21042,serie_21045,serie_21049,serie_21050,serie_21112,serie_21116,serie_21117,serie_21118,serie_21119,serie_21120,serie_21121,serie_21124,serie_21128,serie_21129,serie_21130,serie_22023,serie_22024,serie_23061,serie_23063,serie_23070,serie_24369,serie_24370,serie_24379,serie_24380,serie_24381,serie_24382,serie_25462,serie_25466,serie_25467,serie_25468,serie_25469,serie_25470,serie_25471,serie_25474,serie_25477,serie_25478,serie_25479,serie_27574,serie_27791,serie_27810,serie_27813,serie_27815,serie_28635,serie_28636,serie_28637,serie_433,serie_4393
2014-01-01,6.6,6.4,724.0,0.63,0.48,746459.0,98842.0,20009.0,137512.0,65121.0,222642.0,321484.0,193010.0,7190.0,10872.0,144346.0,108337.0,1140.0,7352.0,3579.0,12072.0,19085.0,8408.0,65.0,17427.0,2441.0,69768.0,44.16,32.1,22.78,27.49,24.93,43.04,22.74,12.2,47.44,41.33,66.27,57.7,61.7,55.42,42.1,45.47,8.47,18.36,16.55,26.08,21.84,24.06,23.31,15.86,10.22,5.33,2.43,5.51,4.09,5.34,1.48,4.1,4.44,7.74,14.61,4.01,3.21,5.66,4.84,2.6,1.95,2.61,3.91,5.15,11.58,0.5,6.3,1.63,106.45,60.52,118.9,102.3,96.4,6.5,157744.0,91870.0,6363.0,3128.0,2889.0,3.09,2.35,1.72,2.04,1.87,3.03,1.72,0.96,11.82,6.23,4.02,135.37,323274695.0,1971127279.0,3956852345.0,4302958043.0,,,,0.55,131.74
2014-02-01,6.4,6.3,724.0,0.64,0.38,744219.0,99467.0,20163.0,139147.0,66750.0,226061.0,325528.0,191847.0,6682.0,11105.0,140127.0,106237.0,1157.0,8797.0,5548.0,15503.0,22109.0,7228.0,50.0,18442.0,2562.0,67149.0,46.48,32.16,22.93,27.8,25.13,44.2,23.85,14.83,47.28,41.5,67.73,58.27,62.78,55.43,41.8,44.07,8.37,18.38,16.52,26.21,22.24,24.25,23.43,15.81,10.29,4.99,2.19,5.4,4.12,4.64,2.33,3.91,4.3,7.51,13.94,3.32,3.23,5.56,4.81,2.56,1.94,2.58,3.82,5.07,11.87,0.44,6.35,1.59,105.83,67.24,171.0,196.0,92.3,6.8,157925.0,91699.0,6717.0,3143.0,2916.0,3.23,2.35,1.74,2.07,1.89,3.1,1.8,1.16,12.08,6.2,4.38,140.49,326389329.0,1989751973.0,3973241537.0,4308697091.0,,,,0.69,136.39
2014-03-01,6.4,6.2,724.0,0.82,1.67,746882.0,100293.0,20377.0,140517.0,67162.0,228055.0,328348.0,189958.0,6136.0,11274.0,142056.0,105385.0,1079.0,7494.0,3603.0,12175.0,18778.0,6654.0,40.0,18515.0,2440.0,69378.0,46.75,32.25,23.26,27.77,25.33,43.95,23.54,18.16,47.09,41.47,67.23,57.73,62.32,55.01,41.53,45.53,8.5,18.32,16.52,26.22,22.23,24.26,23.4,15.66,10.29,5.04,2.26,5.89,4.39,4.87,1.52,3.84,4.47,8.45,15.59,4.65,3.9,5.58,4.94,2.58,1.96,2.61,3.88,5.04,11.28,0.38,6.31,1.61,104.77,67.37,216.2,452.5,94.8,7.2,158107.0,91456.0,7141.0,3033.0,2952.0,3.25,2.36,1.76,2.06,1.9,3.08,1.78,1.4,12.02,6.15,4.39,140.66,321036411.0,2004771520.0,3987162587.0,4323341813.0,,,,0.92,125.78
2014-04-01,6.4,6.2,724.0,0.78,0.78,748776.0,101343.0,20576.0,142165.0,67739.0,230480.0,331822.0,188988.0,5706.0,11653.0,141780.0,108376.0,1170.0,8141.0,3649.0,12960.0,19941.0,7589.0,68.0,17756.0,2729.0,69682.0,46.67,32.35,23.25,27.76,25.32,45.29,22.62,15.84,46.94,41.47,67.3,57.73,62.37,55.13,41.23,44.07,8.63,18.31,16.45,26.35,22.33,24.37,23.43,15.59,10.35,5.14,2.3,5.97,4.25,5.38,1.44,4.12,4.62,8.37,15.55,4.74,4.07,5.61,5.05,2.56,1.9,2.59,3.9,4.96,11.25,0.36,6.5,1.74,104.71,65.2,268.6,531.6,102.8,7.2,158281.0,91698.0,7134.0,3028.0,2950.0,3.24,2.36,1.76,2.06,1.9,3.16,1.71,1.23,11.7,6.15,4.27,136.79,320332877.0,2018409621.0,4024128054.0,4353875595.0,,,,0.67,120.25
2014-05-01,6.5,6.2,724.0,0.6,-0.13,753346.0,102305.0,20796.0,144084.0,68514.0,233394.0,335699.0,188064.0,5295.0,11868.0,144053.0,111963.0,1215.0,8640.0,3591.0,13447.0,20526.0,7694.0,59.0,17690.0,2557.0,71689.0,47.13,32.48,23.6,27.86,25.58,45.0,22.99,15.42,47.49,42.33,68.2,57.5,62.94,55.8,41.27,44.3,8.67,18.4,16.42,26.44,22.42,24.45,23.47,15.53,10.41,5.21,2.4,5.66,3.96,4.84,1.8,3.87,4.37,8.14,15.23,3.55,3.6,5.75,5.22,2.65,1.88,2.65,4.02,4.99,11.51,0.35,6.67,1.77,105.92,65.24,150.1,185.2,104.3,7.1,158462.0,91892.0,6972.0,3008.0,2946.0,3.27,2.37,1.78,2.07,1.92,3.14,1.74,1.2,11.77,6.2,4.27,134.28,314796451.0,2037576287.0,4071238100.0,4391423444.0,,,,0.46,109.48
2014-06-01,6.4,6.1,724.0,0.26,-0.74,755254.0,102607.0,20838.0,145983.0,69518.0,236340.0,338947.0,186544.0,4906.0,11944.0,144703.0,108390.0,1092.0,8613.0,3639.0,13344.0,19994.0,6853.0,53.0,17576.0,2458.0,69490.0,47.92,32.62,23.64,27.89,25.62,45.67,23.02,14.47,47.52,42.5,67.4,57.8,62.55,55.75,41.4,47.0,8.5,18.36,16.31,26.63,22.31,24.54,23.51,15.39,10.44,4.98,2.25,5.72,4.3,4.97,1.41,3.86,4.42,8.13,15.37,4.42,3.77,5.62,4.87,2.46,1.87,2.5,3.85,4.89,11.36,0.34,6.66,1.73,106.09,67.13,322.2,96.8,114.8,6.9,158641.0,92118.0,6861.0,2995.0,2930.0,3.32,2.38,1.78,2.07,1.92,3.18,1.74,1.13,11.92,6.21,4.37,133.55,317270689.0,2061091340.0,4101325335.0,4428178547.0,51.0,2.0,91102.45,0.4,107.37
2014-07-01,6.5,6.2,724.0,0.13,-0.61,756577.0,102505.0,20992.0,147793.0,70358.0,239144.0,341649.0,185283.0,4516.0,12087.0,145535.0,114847.0,1173.0,7604.0,4091.0,12868.0,19774.0,7887.0,47.0,16827.0,2583.0,73983.0,48.02,32.82,24.09,27.92,25.92,45.93,23.14,15.03,47.52,41.93,66.73,57.57,62.04,55.44,41.57,44.3,8.63,18.48,16.2,26.71,22.35,24.59,23.57,15.36,10.55,4.96,2.34,5.35,3.89,4.28,1.27,3.36,4.01,7.68,14.77,4.38,3.56,5.71,5.01,2.48,1.88,2.53,3.94,4.77,11.14,0.33,6.95,1.71,105.56,66.34,66.1,158.5,114.7,7.0,158822.0,92056.0,6914.0,3013.0,2923.0,3.32,2.39,1.81,2.07,1.94,3.2,1.75,1.17,11.91,6.19,4.33,131.3,313720506.0,2068935938.0,4169700240.0,4489161835.0,26.0,3.0,96033.08,0.01,109.55
2014-08-01,6.5,6.3,724.0,0.18,-0.27,758986.0,103137.0,21250.0,149491.0,70692.0,241433.0,344569.0,184583.0,4185.0,12231.0,145928.0,109546.0,1121.0,6703.0,3586.0,11410.0,18250.0,7664.0,47.0,16694.0,2499.0,71790.0,48.4,33.06,24.06,27.89,25.91,45.52,23.23,16.28,47.36,41.5,65.03,57.43,60.92,55.1,41.6,45.07,8.63,18.45,16.12,26.66,22.39,24.57,23.54,15.25,10.63,4.89,2.32,5.11,3.64,3.98,1.26,3.15,3.79,7.41,14.07,4.21,3.45,5.7,5.01,2.54,1.86,2.56,3.97,4.61,10.73,0.32,6.97,1.68,106.68,68.44,58.3,72.8,126.5,7.0,158997.0,92056.0,6910.0,3018.0,2943.0,3.34,2.41,1.81,2.07,1.94,3.18,1.76,1.26,12.09,6.24,4.44,129.87,317892917.0,2087372837.0,4271481439.0,4570292750.0,17.0,1.0,21649.96,0.25,110.54
2014-09-01,6.6,6.2,724.0,0.49,0.2,763225.0,103607.0,21379.0,150410.0,71064.0,242853.0,346460.0,183920.0,3857.0,12125.0,148012.0,116369.0,1158.0,6892.0,3701.0,11751.0,19094.0,8502.0,51.0,15767.0,2430.0,73421.0,47.47,33.3,24.16,27.81,25.96,44.49,22.78,16.96,47.4,41.8,64.63,57.7,60.77,55.12,41.6,44.77,8.5,18.46,16.12,26.64,22.4,24.56,23.52,15.25,10.75,4.95,2.33,5.08,3.68,4.36,1.23,3.38,4.0,7.18,14.1,4.02,3.28,5.68,5.02,2.55,1.86,2.57,3.94,4.42,10.33,0.32,7.23,1.71,107.57,65.63,86.5,85.8,129.1,6.9,159168.0,92407.0,6812.0,3032.0,2952.0,3.29,2.42,1.82,2.07,1.94,3.11,1.72,1.31,11.88,6.27,4.29,132.39,325937821.0,2110060143.0,4306043943.0,4641249955.0,25.0,5.0,136835.38,0.57,118.92
2014-10-01,6.6,6.2,724.0,0.38,0.28,769177.0,103980.0,21536.0,152370.0,72599.0,246504.0,350484.0,183603.0,3567.0,11869.0,150575.0,124091.0,1114.0,10145.0,6001.0,17259.0,24718.0,8654.0,57.0,16357.0,2360.0,75637.0,49.11,34.1,23.39,27.94,25.58,46.08,23.04,17.75,51.78,41.63,77.3,68.1,71.76,62.64,41.73,43.03,8.37,18.95,16.0,27.76,23.71,25.65,24.33,15.24,10.92,4.69,2.19,5.02,3.49,4.1,1.21,3.2,3.85,7.13,13.84,4.5,3.42,5.62,4.91,2.44,1.82,2.47,3.9,4.24,10.05,0.34,7.21,1.66,106.85,68.54,278.1,298.4,138.8,6.7,159339.0,92692.0,6663.0,3012.0,2965.0,3.39,2.48,1.77,2.07,1.92,3.21,1.74,1.37,12.26,6.24,4.45,139.28,324782470.0,2121339527.0,4349931096.0,4677624437.0,68.0,8.0,281277.55,0.42,115.82
2014-11-01,6.5,6.1,724.0,0.53,0.98,769950.0,103765.0,21613.0,152958.0,73690.0,248261.0,352026.0,183566.0,3336.0,11787.0,150552.0,112390.0,967.0,7755.0,5363.0,14085.0,20558.0,8138.0,59.0,16119.0,2324.0,70639.0,49.71,33.61,23.8,27.93,25.8,46.01,22.67,17.32,51.73,43.53,74.87,69.03,70.69,62.3,41.83,44.07,8.57,19.13,15.91,28.07,24.34,26.02,24.62,15.23,11.23,4.77,2.17,5.07,3.65,4.32,1.18,3.33,3.93,7.02,13.08,4.28,3.56,5.46,4.81,2.36,1.8,2.41,3.83,4.06,9.6,0.33,6.92,1.66,106.99,71.49,286.7,148.6,140.9,6.6,159508.0,92878.0,6556.0,3036.0,2945.0,3.42,2.44,1.8,2.07,1.93,3.2,1.72,1.34,12.54,6.25,4.6,144.97,338309402.0,2146852154.0,4390074190.0,4718034618.0,36.0,5.0,101432.97,0.51,115.99
2014-12-01,6.7,6.3,724.0,0.62,0.62,781167.0,102718.0,21424.0,154353.0,74756.0,250533.0,353251.0,184145.0,3101.0,11771.0,161405.0,130105.0,847.0,6740.0,4472.0,12058.0,19273.0,10125.0,75.0,15961.0,2543.0,86067.0,48.47,34.03,23.99,28.05,25.98,45.41,22.34,15.6,51.89,45.03,74.1,68.4,70.15,62.54,41.93,44.63,8.73,19.43,15.84,28.31,24.74,26.3,25.0,15.25,11.42,4.94,2.32,4.86,3.66,4.52,1.23,3.46,3.98,6.74,12.89,3.82,3.1,5.32,4.74,2.29,1.8,2.35,3.82,3.91,9.46,0.34,6.59,1.76,104.11,66.32,142.6,198.9,154.7,6.6,159679.0,92962.0,6555.0,3152.0,2947.0,3.35,2.47,1.81,2.08,1.94,3.17,1.69,1.22,12.72,6.13,4.33,144.54,363361535.0,2186471965.0,4438289475.0,4774925265.0,21.0,7.0,249550.58,0.78,112.95
2015-01-01,6.7,6.3,788.0,1.48,0.76,785865.0,103670.0,21430.0,155109.0,75960.0,252499.0,356169.0,183828.0,2928.0,11914.0,161217.0,113017.0,983.0,6398.0,4221.0,11603.0,18674.0,7797.0,44.0,17388.0,2583.0,75654.0,50.99,36.02,24.49,28.32,26.52,47.1,23.84,14.84,51.02,41.73,72.63,67.6,68.76,60.79,42.07,44.97,8.93,19.23,15.83,27.83,25.12,26.12,24.83,15.11,11.62,5.03,2.31,5.22,3.95,4.92,1.33,3.76,4.33,7.01,12.67,4.06,3.38,5.33,4.8,2.3,1.77,2.35,3.89,3.94,8.94,0.32,6.69,1.73,106.34,69.43,113.9,118.1,153.2,6.9,159848.0,92743.0,6873.0,3151.0,2951.0,3.49,2.6,1.84,2.1,1.98,3.27,1.8,1.16,12.85,6.22,4.49,137.64,333454078.0,2164354124.0,4446980401.0,4777616433.0,8.0,0.0,0.0,1.24,112.69
2015-02-01,6.8,6.3,788.0,1.16,0.27,783316.0,104370.0,21638.0,155859.0,77725.0,255222.0,359592.0,181853.0,2721.0,12087.0,155798.0,101022.0,864.0,6092.0,4347.0,11302.0,17584.0,5961.0,45.0,17111.0,2587.0,67402.0,53.11,37.26,24.79,28.56,26.89,47.47,24.76,15.68,50.08,40.27,73.6,67.73,69.28,59.54,41.8,42.8,8.8,19.17,15.6,28.02,25.56,26.35,24.94,14.92,11.74,4.42,1.95,5.45,4.29,4.76,1.36,3.68,4.45,7.12,12.43,3.89,3.66,5.34,5.25,2.32,1.78,2.4,3.88,3.89,9.02,0.33,6.96,1.73,112.07,76.71,97.5,112.0,142.0,7.5,160018.0,92308.0,7510.0,3128.0,2945.0,3.61,2.67,1.86,2.12,2.0,3.29,1.86,1.22,13.01,6.46,4.86,143.96,330708611.0,2168510301.0,4446708674.0,4793695676.0,7.0,1.0,38311.3,1.22,112.89
2015-03-01,6.8,6.3,788.0,1.51,0.98,786803.0,105176.0,21637.0,157201.0,79359.0,258197.0,363373.0,179643.0,2603.0,12305.0,156382.0,119086.0,1085.0,7265.0,4414.0,12764.0,21033.0,7321.0,104.0,17458.0,2783.0,76104.0,53.13,37.28,24.84,28.52,26.91,46.53,24.67,18.26,51.17,41.3,73.4,67.03,69.02,61.49,41.4,42.87,8.73,19.39,15.76,28.44,25.78,26.69,25.18,14.99,12.03,4.67,2.14,5.48,3.92,4.22,1.28,3.29,4.24,7.23,12.73,5.89,4.13,5.16,5.1,2.18,1.77,2.3,3.69,3.88,8.31,0.44,6.72,1.81,111.48,76.97,101.4,113.4,130.4,8.0,160189.0,91962.0,8045.0,3011.0,2947.0,3.61,2.68,1.87,2.11,2.01,3.24,1.85,1.41,13.05,6.44,4.87,155.69,327928960.0,2183104350.0,4475838274.0,4836693747.0,23.0,2.0,33554.3,1.32,106.86
2015-04-01,6.9,6.3,788.0,0.71,1.17,786363.0,106223.0,21637.0,158445.0,80334.0,260416.0,366639.0,177577.0,2486.0,12409.0,155198.0,111715.0,991.0,6774.0,3776.0,11541.0,18962.0,6537.0,108.0,16919.0,2702.0,72303.0,54.79,37.42,25.12,28.47,27.07,48.85,24.55,18.62,50.88,40.73,71.93,66.23,67.84,60.25,41.53,41.03,8.67,19.44,15.81,28.55,25.78,26.77,25.24,14.94,12.27,4.67,2.12,5.58,4.28,4.28,1.22,3.34,4.28,7.37,12.09,5.68,4.31,5.27,4.95,2.17,1.73,2.26,3.7,3.87,7.83,0.45,7.06,1.9,114.52,78.93,107.8,124.7,120.2,8.1,160354.0,92174.0,8153.0,2992.0,2937.0,3.71,2.68,1.89,2.11,2.02,3.37,1.85,1.43,13.05,6.57,4.97,151.96,319444733.0,2178077343.0,4493113529.0,4850532086.0,9.0,2.0,61731.41,0.71,101.56
2015-05-01,6.9,6.4,788.0,0.99,0.41,789755.0,106930.0,21720.0,159318.0,81443.0,262482.0,369411.0,175477.0,2372.0,12369.0,157428.0,113250.0,996.0,6604.0,3875.0,11475.0,18600.0,6404.0,92.0,16081.0,2609.0,74049.0,56.28,37.55,25.63,28.37,27.36,48.82,24.81,19.14,50.92,41.17,72.23,66.17,68.05,60.31,41.67,40.97,8.7,19.4,15.78,28.47,25.93,26.76,25.13,14.85,12.45,4.7,2.1,5.44,3.86,3.86,1.2,3.03,3.95,7.35,11.82,5.64,4.39,5.44,5.01,2.23,1.73,2.31,3.8,3.91,7.35,0.46,7.31,1.99,115.85,83.72,67.7,64.1,112.8,8.3,160525.0,92147.0,8290.0,3004.0,2925.0,3.79,2.69,1.92,2.1,2.04,3.37,1.86,1.47,13.46,6.62,5.2,153.7,318441737.0,2193636407.0,4554350444.0,4908824344.0,10.0,2.0,35627.99,0.74,91.77
2015-06-01,7.0,6.5,788.0,0.77,0.67,791833.0,107369.0,21646.0,160837.0,82501.0,264985.0,372353.0,172943.0,2269.0,12712.0,158294.0,114149.0,967.0,6556.0,3952.0,11475.0,19041.0,6703.0,110.0,15375.0,2833.0,72208.0,57.53,37.98,25.82,28.05,27.41,49.05,24.71,19.21,51.53,40.93,72.77,66.13,68.34,61.08,41.67,40.47,8.77,19.55,15.75,28.63,25.79,26.82,25.3,14.83,12.67,4.71,2.14,5.51,3.74,3.61,1.31,2.91,3.98,7.4,11.53,5.29,4.21,5.3,4.91,2.17,1.7,2.24,3.58,3.95,7.13,0.46,7.21,2.09,119.6,87.69,96.6,127.6,105.2,8.4,160693.0,92249.0,8498.0,2986.0,2931.0,3.86,2.72,1.93,2.08,2.04,3.38,1.86,1.48,13.89,6.77,5.39,155.07,318619292.0,2200717397.0,4563586143.0,4951069509.0,18.0,2.0,63648.99,0.79,90.58
2015-07-01,7.1,6.6,788.0,0.58,0.69,794445.0,107433.0,21767.0,161670.0,83553.0,266990.0,374423.0,171006.0,2184.0,12753.0,159904.0,114625.0,929.0,6234.0,3981.0,11144.0,18211.0,6998.0,118.0,14539.0,2803.0,72476.0,58.77,39.67,26.45,28.02,27.9,49.95,24.5,19.43,51.08,40.33,72.0,66.07,67.83,60.48,41.5,40.6,8.8,19.62,15.68,28.62,25.75,26.8,25.31,14.81,12.95,4.79,2.21,5.35,3.53,3.74,1.2,2.93,3.93,7.19,11.04,5.45,4.16,5.45,5.03,2.18,1.68,2.26,3.68,3.89,6.78,0.49,7.48,2.15,120.65,90.87,96.6,154.9,108.0,8.7,160864.0,92231.0,8762.0,2966.0,2913.0,3.93,2.82,1.97,2.08,2.07,3.43,1.84,1.49,14.32,6.82,5.53,160.33,312043132.0,2210374249.0,4597352502.0,4989008758.0,12.0,1.0,39758.44,0.62,84.55
2015-08-01,7.3,6.7,788.0,0.25,0.28,796929.0,108002.0,21774.0,162619.0,84380.0,268773.0,376775.0,168622.0,2105.0,12661.0,160515.0,111083.0,897.0,6311.0,3809.0,11016.0,17887.0,6403.0,95.0,14703.0,2971.0,71564.0,60.13,40.68,26.28,28.16,27.91,50.94,24.79,19.13,50.79,39.8,72.33,66.1,68.01,59.97,41.67,41.7,8.7,19.6,15.61,28.62,25.76,26.8,25.27,14.76,13.12,4.78,2.19,5.36,3.6,3.77,1.21,2.96,4.0,7.38,10.96,5.91,4.11,5.61,5.07,2.18,1.72,2.27,3.81,3.93,6.45,0.61,7.64,2.05,129.16,93.18,165.9,214.7,114.7,8.9,161029.0,92173.0,8953.0,2956.0,2898.0,4.0,2.89,1.96,2.09,2.07,3.49,1.86,1.47,14.38,7.15,5.64,168.0,310097600.0,2212621000.0,4591457079.0,5022943900.0,13.0,2.0,57066.38,0.22,84.66
2015-09-01,8.1,7.3,788.0,0.51,0.95,797471.0,108452.0,21747.0,163733.0,85058.0,270538.0,378990.0,166846.0,2035.0,12522.0,159038.0,110402.0,929.0,6964.0,3556.0,11449.0,18136.0,6226.0,95.0,14942.0,2584.0,70360.0,61.3,40.25,26.0,28.12,27.67,50.21,25.57,19.55,51.2,41.03,74.6,65.83,69.45,60.29,41.6,41.7,8.53,19.68,15.61,28.78,25.78,26.91,25.39,14.66,13.36,4.78,2.16,5.58,3.73,4.28,1.17,3.26,4.4,7.29,10.84,6.03,4.24,5.74,5.04,2.15,1.77,2.26,3.86,4.12,6.12,0.54,8.0,2.2,129.03,97.98,128.9,175.0,116.8,9.0,161192.0,92201.0,9153.0,2950.0,2894.0,4.06,2.86,1.94,2.09,2.06,3.45,1.92,1.5,14.63,7.15,5.86,183.62,308941546.0,2233749004.0,4636253676.0,5087639840.0,23.0,1.0,32124.94,0.54,85.53
2015-10-01,8.2,7.4,788.0,0.77,1.89,797058.0,108324.0,21731.0,164078.0,84995.0,270804.0,379127.0,164939.0,1968.0,12261.0,160508.0,109498.0,796.0,5367.0,2593.0,8756.0,14696.0,5943.0,88.0,15642.0,2480.0,73441.0,63.37,41.07,26.56,28.32,28.14,53.33,25.89,21.0,50.64,40.93,74.33,66.0,69.3,59.68,41.5,42.0,8.43,19.7,15.57,28.75,25.62,26.85,25.31,14.86,13.57,4.78,2.12,6.03,4.19,4.99,1.11,3.71,4.73,7.97,10.49,6.46,4.43,5.78,5.18,2.12,1.76,2.25,3.82,4.02,6.05,0.56,8.21,2.3,131.31,96.26,79.0,130.6,108.2,9.1,161355.0,92386.0,9254.0,2948.0,2881.0,4.18,2.91,1.98,2.1,2.09,3.63,1.94,1.6,14.35,7.24,5.78,185.03,311859455.0,2252120829.0,4677523145.0,5114530928.0,12.0,4.0,88451.19,0.82,88.77
2015-11-01,8.3,7.5,788.0,1.11,1.52,802893.0,108410.0,21490.0,165210.0,85206.0,271906.0,380316.0,163074.0,1911.0,11958.0,166954.0,114635.0,716.0,7275.0,2594.0,10585.0,16819.0,6154.0,103.0,15637.0,2350.0,75829.0,64.01,41.47,26.33,29.92,28.53,51.39,26.18,20.51,51.48,42.1,76.57,64.8,70.41,60.97,41.73,41.9,8.33,19.79,15.51,29.05,25.58,27.03,25.47,14.84,13.83,4.73,1.98,5.59,3.87,4.39,1.15,3.33,4.3,7.77,9.44,6.18,4.05,5.96,5.33,2.1,1.82,2.27,4.08,4.09,5.86,0.59,8.15,2.34,134.84,100.55,30.8,38.3,96.9,9.1,161516.0,92287.0,9287.0,3046.0,2866.0,4.21,2.93,1.97,2.21,2.11,3.52,1.96,1.57,14.77,7.37,5.97,176.15,323866983.0,2269537065.0,4716993314.0,5163315756.0,18.0,0.0,0.0,1.01,85.55
2015-12-01,8.2,7.5,788.0,0.9,0.49,805578.0,107530.0,21231.0,165819.0,85480.0,272529.0,380059.0,161118.0,1870.0,11596.0,173729.0,121503.0,605.0,5925.0,2411.0,8941.0,16270.0,7098.0,117.0,14545.0,2307.0,81679.0,62.73,41.16,26.52,30.89,28.92,50.79,26.01,20.22,50.8,43.1,75.23,64.77,69.68,59.59,41.73,43.03,8.13,19.93,15.41,29.03,25.38,26.96,25.51,14.6,14.25,4.7,2.05,5.37,4.12,5.24,1.12,3.86,4.53,7.26,8.21,5.4,3.43,6.18,5.48,2.11,1.84,2.29,4.31,4.24,5.81,0.65,8.07,2.36,136.21,97.08,76.4,127.3,93.3,9.1,161679.0,92366.0,9222.0,3335.0,2855.0,4.14,2.91,1.98,2.27,2.14,3.48,1.95,1.55,14.92,7.43,5.82,178.15,347220589.0,2334143094.0,4854978073.0,5312283123.0,15.0,1.0,10452.04,0.96,87.17
2016-01-01,8.5,7.8,880.0,1.51,1.14,804529.0,107817.0,21015.0,165972.0,86923.0,273910.0,381727.0,159958.0,1825.0,11384.0,170126.0,103508.0,710.0,4729.0,3481.0,8920.0,15119.0,5520.0,85.0,15242.0,2284.0,70509.0,65.8,42.84,26.85,31.44,29.4,51.31,27.48,21.74,50.9,40.67,71.9,66.57,68.07,59.95,41.47,42.67,8.17,19.76,15.38,28.44,25.28,26.57,25.31,14.54,14.47,4.74,2.0,5.61,3.79,5.38,1.16,3.92,4.75,7.59,7.78,5.6,3.69,6.25,5.53,2.12,1.8,2.28,4.33,4.33,5.48,0.68,8.38,2.32,144.45,106.16,16.7,16.5,83.7,9.6,161840.0,91803.0,9772.0,3332.0,2867.0,4.3,3.02,2.0,2.3,2.17,3.51,2.04,1.65,15.23,7.73,6.21,183.39,321522785.0,2300666103.0,4829018658.0,5291768650.0,14.0,1.0,33592.02,1.27,89.04
2016-02-01,8.6,7.9,880.0,0.95,1.29,802295.0,107792.0,20890.0,165955.0,89326.0,276172.0,383964.0,157329.0,1775.0,11346.0,167312.0,106054.0,730.0,4979.0,4115.0,9824.0,16203.0,5199.0,88.0,16324.0,2373.0,71587.0,67.33,43.19,27.2,31.47,29.66,52.41,27.56,22.33,51.38,39.8,72.37,66.83,68.39,60.8,41.2,41.77,7.97,19.94,15.62,29.01,26.1,27.2,25.73,14.6,14.56,4.8,1.89,5.39,3.72,3.78,1.01,2.88,4.03,7.85,8.0,5.71,3.92,6.2,5.47,2.15,1.8,2.29,4.37,4.41,5.09,0.68,7.98,2.41,146.08,109.96,48.7,68.9,77.2,10.3,162003.0,91304.0,10541.0,3245.0,2850.0,4.38,3.04,2.03,2.31,2.19,3.57,2.05,1.69,15.34,7.79,6.38,180.54,319261836.0,2301159340.0,4884235641.0,5331795004.0,16.0,2.0,33673.31,0.9,95.23
2016-03-01,8.8,8.0,880.0,0.44,0.51,800989.0,108099.0,20705.0,166536.0,91034.0,278275.0,386375.0,155469.0,1738.0,11412.0,166587.0,112509.0,795.0,5371.0,3907.0,10074.0,17278.0,5988.0,102.0,15036.0,2614.0,73427.0,68.57,44.02,27.79,31.19,29.97,53.44,27.01,21.79,51.09,39.0,71.87,65.43,67.58,59.8,40.83,42.43,8.1,19.93,15.55,28.95,26.07,27.15,25.62,14.54,14.79,4.76,1.95,5.75,3.4,4.59,1.04,3.34,4.38,8.23,7.84,6.3,4.24,6.17,5.43,2.14,1.79,2.27,4.35,4.42,4.64,0.66,8.04,2.46,145.91,111.89,21.5,19.6,66.4,11.1,162166.0,90708.0,11281.0,2955.0,2859.0,4.45,3.09,2.06,2.29,2.21,3.63,2.01,1.66,15.4,7.79,6.46,170.41,313677641.0,2301406917.0,4953973835.0,5389752466.0,28.0,8.0,123214.59,0.43,89.31
2016-04-01,9.0,8.2,880.0,0.64,0.33,797312.0,109522.0,20670.0,166917.0,92047.0,279634.0,389156.0,152927.0,1690.0,11419.0,164368.0,106139.0,856.0,5321.0,3662.0,9840.0,16531.0,5270.0,67.0,15233.0,2443.0,70185.0,70.42,43.53,27.67,30.98,29.8,54.41,26.77,20.28,51.03,40.1,72.0,64.93,67.57,59.88,41.1,43.3,8.2,19.75,15.57,28.43,25.82,26.75,25.27,14.47,14.95,4.8,1.91,5.54,3.55,3.8,1.1,2.9,4.01,8.09,7.39,6.09,4.18,6.25,5.28,2.14,1.77,2.25,4.49,4.51,4.59,0.65,8.28,2.41,150.41,117.44,78.7,91.7,63.3,11.3,162325.0,90549.0,11578.0,2947.0,2846.0,4.54,3.06,2.06,2.27,2.2,3.69,2.0,1.55,15.49,7.95,6.69,164.72,316640864.0,2298824612.0,4975614007.0,5419606850.0,23.0,8.0,220046.45,0.61,87.68
